ten_gpa,twelth_gpa,colz_gpa,nimcet_marks,psqt_gpa,me_gpa,co_gpa,pscp_gpa,pscp_lab_gpa,foss_lab_gpa,sgpa1,afm_gpa,ds_gpa,ss_gpa,oops_gpa,aad_gpa,ds_lab_gpa,ss_lab_gpa,oops_lab_gpa,sgpa2,cgpa2,os_gpa,dbms_gpa,wt_gpa,ospm_gpa,ads_gpa,os_lab_gpa,dbms_lab_gpa,wt_lab_gpa,sgpa3,cgpa3,pdwdm_gpa,ccn_gpa,se_gpa,ooad_gpa,dos_gpa,ke_lab_gpa,ccn_lab_gpa,set_lab_gpa,sgpa4,cgpa4,nps_gpa,uc_gpa,cc_gpa,dpsa_gpa,stt_gpa,seminar_viva_gpa,nps_lab_gpa,stt_lab_gpa,sgpa5,cgpa5,project_gpa,cgpa_final
6.81,7.86,5.62,533.04,8,7,5,8,9,7,7.0,7,8,7,9,5,9,8,10,7.88,7.44,6,6,8,8,6,5,7,8,6.75,7.21,6,8,6,6,5,5,8,5,6.12,6.94,9,7,7,5,6,8,8,5,6.88,6.93,7,6.94
6.58,6.47,6.85,555.74,8,6,5,6,5,5,6.0,6,8,6,7,7,9,8,5,7.0,6.5,7,5,6,5,7,7,5,5,5.88,6.29,6,8,7,8,7,6,9,6,7.12,6.5,8,8,8,9,8,8,9,8,8.25,6.85,8,7.04
7.27,7.54,7.69,594.55,9,8,7,7,7,7,7.71,9,6,7,9,10,5,7,9,7.75,7.73,6,6,7,9,7,6,5,6,6.5,7.32,7,6,7,7,5,7,7,6,6.5,7.12,5,5,7,6,6,8,5,7,6.12,6.92,7,6.93
5.74,7.21,6.63,539.61,8,6,7,6,8,5,6.86,6,7,7,6,7,6,7,8,6.75,6.8,9,8,6,7,7,9,7,6,7.38,7.0,9,8,8,6,9,10,8,7,8.12,7.28,8,6,6,7,7,6,7,6,6.62,7.15,6,6.95
7.94,6.7,6.73,579.71,6,5,8,8,8,8,7.0,7,8,6,8,7,10,5,8,7.38,7.19,7,9,9,7,8,6,9,8,7.88,7.42,7,7,7,8,8,6,5,8,7.0,7.31,7,6,6,7,8,8,7,9,7.25,7.3,6,7.08
6.5,6.63,7.92,607.78,8,7,6,9,8,10,7.86,5,5,8,8,8,5,8,10,7.12,7.49,7,9,5,7,6,5,7,6,6.5,7.16,7,7,6,7,6,8,7,6,6.75,7.06,8,6,5,7,5,5,8,5,6.12,6.87,6,6.72
5.77,7.48,7.72,636.96,7,9,5,9,7,9,7.86,9,8,9,8,8,10,9,9,8.75,8.3,6,5,7,8,9,7,5,5,6.5,7.7,5,6,8,8,7,6,6,8,6.75,7.46,7,6,8,8,8,7,8,7,7.38,7.45,9,7.71
7.32,7.95,6.49,643.32,5,6,5,7,9,9,6.57,8,6,8,9,7,7,9,8,7.75,7.16,7,8,6,8,7,6,6,5,6.62,6.98,9,7,6,6,6,8,6,5,6.62,6.89,8,7,6,6,6,8,9,6,7.0,6.91,5,6.59
6.96,7.39,5.22,469.33,5,7,8,7,8,8,7.14,8,9,6,9,9,10,8,7,8.25,7.7,9,7,7,8,8,10,8,6,7.88,7.76,6,7,7,6,8,7,8,6,6.88,7.54,7,6,6,7,8,6,7,8,6.88,7.41,7,7.34
8.05,7.43,5.08,427.6,6,8,6,8,9,7,7.14,8,6,10,10,8,7,10,9,8.5,7.82,5,6,8,8,6,6,5,7,6.38,7.34,5,8,7,7,5,6,8,8,6.75,7.19,9,8,6,7,7,7,9,8,7.62,7.28,7,7.23
7.36,7.25,7.51,641.94,8,7,8,6,5,7,6.71,6,8,7,7,8,7,8,6,7.12,6.92,8,9,7,9,7,7,8,6,7.62,7.15,8,6,7,7,8,7,6,6,6.88,7.08,7,6,7,8,7,8,8,6,7.12,7.09,6,6.91
7.49,5.92,5.46,623.26,6,7,5,7,8,6,6.43,5,6,8,8,8,6,7,7,6.88,6.65,7,5,7,7,5,7,5,6,6.12,6.48,6,8,8,7,6,5,8,9,7.12,6.64,9,8,6,8,8,8,9,7,7.88,6.89,7,6.9
7.21,7.65,6.95,510.49,8,6,7,7,6,8,6.71,5,5,7,6,5,5,9,7,6.12,6.42,7,7,6,7,6,7,7,6,6.62,6.48,6,6,8,6,8,5,5,9,6.62,6.52,5,8,8,6,9,8,5,8,7.12,6.64,10,7.2
8.64,8.97,5.57,586.48,7,7,7,6,5,8,6.43,5,6,5,8,7,7,7,7,6.5,6.46,7,10,7,8,7,8,10,6,7.88,6.94,10,6,5,5,6,9,7,5,6.62,6.86,6,7,6,5,6,7,5,6,6.0,6.69,7,6.74
6.54,5.8,6.53,397.34,6,8,5,5,7,7,6.29,5,6,6,5,7,6,8,5,6.0,6.14,6,5,5,10,6,6,6,5,6.12,6.14,5,6,8,6,5,5,5,8,6.0,6.1,7,6,6,6,8,7,8,7,6.88,6.26,8,6.55
7.31,7.55,6.19,634.84,5,7,6,7,9,7,6.86,5,6,6,7,8,5,7,5,6.12,6.49,5,7,8,6,6,6,6,8,6.5,6.49,7,6,8,6,5,7,6,8,6.62,6.52,7,8,7,7,9,8,8,8,7.75,6.77,8,6.97
9.97,8.19,9.66,767.06,10,10,10,10,9,10,9.86,10,8,10,10,10,7,9,10,9.25,9.55,10,8,8,9,9,8,7,9,8.5,9.2,7,9,8,8,10,7,9,9,8.38,9.0,10,9,10,7,8,10,9,9,9.0,9.0,8,8.83
8.11,8.99,9.33,801.25,9,10,9,8,9,10,9.29,9,9,8,8,10,8,10,9,8.88,9.08,10,7,9,9,8,9,6,9,8.38,8.85,7,9,9,9,9,8,9,10,8.75,8.82,8,8,8,9,9,8,8,10,8.5,8.76,9,8.8
8.11,8.08,9.27,796.35,8,10,10,9,7,8,8.57,9,9,9,10,10,7,9,10,9.12,8.85,9,9,8,9,10,10,9,8,9.0,8.9,9,10,8,9,7,10,9,7,8.62,8.83,10,8,8,8,8,8,9,7,8.25,8.71,9,8.76
7.45,7.65,7.22,457.22,5,8,5,8,9,7,7.14,8,8,8,10,8,10,8,9,8.62,7.88,5,5,6,10,9,6,6,7,6.75,7.5,6,8,8,8,5,7,8,9,7.38,7.47,9,7,6,8,8,8,9,9,8.0,7.58,8,7.65
8.27,7.75,7.32,391.04,8,7,8,7,9,9,8.0,8,8,7,9,9,8,6,8,7.88,7.94,9,9,9,9,8,8,9,10,8.88,8.25,8,9,10,9,8,7,7,10,8.5,8.31,10,10,10,8,10,9,9,10,9.5,8.55,10,8.79
9.26,8.89,9.08,652.59,8,7,9,8,9,8,7.86,8,7,7,8,5,8,9,10,7.75,7.8,10,10,9,6,7,10,10,8,8.75,8.12,10,8,8,9,9,9,9,9,8.88,8.31,7,8,9,8,7,10,6,7,7.75,8.2,6,7.83
6.47,5.57,5.82,432.6,7,5,7,5,7,6,6.14,8,7,7,7,7,7,8,7,7.25,6.7,6,6,7,7,8,7,6,6,6.62,6.67,7,8,6,7,5,7,9,5,6.75,6.69,7,6,6,7,6,7,6,7,6.5,6.65,5,6.38
5.44,7.09,7.96,600.64,5,7,5,5,5,5,5.71,7,6,5,5,9,7,6,5,6.25,5.98,6,7,6,7,7,7,7,7,6.75,6.24,8,8,7,7,6,8,7,6,7.12,6.46,9,6,6,6,7,6,9,8,7.12,6.59,7,6.66
7.76,7.04,6.13,617.09,7,5,8,6,8,5,6.29,6,5,8,5,6,5,9,6,6.25,6.27,9,7,8,6,5,7,8,7,7.12,6.55,8,8,6,8,8,7,8,6,7.38,6.76,7,8,6,9,5,7,8,6,7.0,6.81,6,6.67
5.35,7.65,6.68,422.23,8,7,8,5,6,7,6.71,8,7,7,5,7,6,6,6,6.5,6.61,9,10,8,7,6,10,10,8,8.5,7.24,10,5,8,5,8,10,5,9,7.5,7.3,5,6,6,5,9,6,5,9,6.38,7.12,8,7.27
9.21,7.53,6.79,608.55,5,5,7,8,7,9,6.71,6,6,9,7,5,7,8,7,6.88,6.8,8,8,10,7,5,7,7,8,7.5,7.03,9,6,7,7,9,8,6,6,7.25,7.09,5,7,8,7,6,6,5,7,6.38,6.94,5,6.62
5.66,7.12,6.08,487.78,7,8,8,6,6,7,7.0,9,6,6,5,9,7,6,6,6.75,6.88,9,8,9,8,7,9,9,10,8.62,7.46,6,7,6,8,10,6,7,5,6.88,7.31,8,6,7,7,5,7,6,6,6.5,7.15,6,6.96
5.23,7.34,7.17,554.37,7,6,7,6,5,6,6.57,6,7,5,8,10,9,6,9,7.5,7.04,7,9,5,5,7,8,10,5,7.0,7.02,8,6,8,6,8,7,7,8,7.25,7.08,6,8,7,6,9,7,5,10,7.25,7.11,8,7.26
9.06,8.25,8.86,806.06,9,10,8,9,10,8,9.14,10,9,8,10,9,9,9,10,9.25,9.2,9,5,5,10,10,10,5,5,7.38,8.59,6,10,10,9,8,5,9,10,8.38,8.54,10,6,5,9,9,10,10,8,8.38,8.51,8,8.42
8.17,9.74,9.4,773.5,9,8,8,10,10,10,9.0,8,10,9,9,7,9,9,8,8.62,8.81,8,8,6,6,9,8,9,5,7.38,8.33,7,10,10,9,7,8,9,10,8.75,8.44,9,10,9,8,10,9,9,10,9.25,8.6,9,8.67
9.34,7.75,5.57,393.85,8,6,6,5,5,7,6.0,5,8,7,7,7,6,5,6,6.38,6.19,6,8,6,7,8,5,9,7,7.0,6.46,8,6,8,6,5,9,7,7,7.0,6.59,5,7,8,6,7,7,5,8,6.62,6.6,5,6.33
6.84,5.91,7.23,459.39,8,8,6,8,8,8,7.43,8,7,7,8,5,7,9,8,7.38,7.4,6,5,8,10,7,6,6,7,6.88,7.23,6,6,7,8,7,7,7,8,7.0,7.17,5,7,7,9,8,6,5,9,7.0,7.14,9,7.45
7.75,7.3,5.08,463.74,5,5,8,7,8,7,6.86,7,7,8,8,8,9,7,10,8.0,7.43,8,7,6,6,8,9,7,7,7.25,7.37,6,6,6,6,8,7,6,6,6.38,7.12,7,6,8,5,7,8,8,8,7.12,7.12,6,6.93
7.47,7.63,7.83,405.79,7,5,6,6,5,5,5.86,7,8,8,8,8,9,7,7,7.75,6.8,8,7,7,7,7,8,7,8,7.38,7.0,8,8,8,7,7,8,9,9,8.0,7.25,7,6,6,8,9,6,5,10,7.12,7.22,9,7.52
8.66,8.45,8.1,798.03,10,6,10,6,5,6,7.57,6,6,6,6,10,7,7,5,6.62,7.1,10,9,10,6,5,9,10,10,8.62,7.6,9,7,8,7,10,8,8,7,8.0,7.7,7,7,7,6,8,8,7,8,7.25,7.61,8,7.68
8.95,8.2,9.46,823.44,10,8,10,9,9,10,9.29,10,10,8,10,8,9,7,10,9.0,9.14,10,9,10,8,9,9,9,9,9.12,9.14,10,9,8,10,10,9,8,9,9.12,9.13,9,7,10,10,9,9,10,10,9.25,9.16,9,9.13
9.4,8.44,9.42,872.5,9,10,8,10,10,9,9.43,10,10,9,10,9,8,9,9,9.25,9.34,7,7,7,9,10,8,7,8,7.88,8.85,7,8,9,10,6,7,9,9,8.12,8.67,9,9,10,9,9,8,8,10,9.0,8.74,10,8.95
7.22,7.17,6.15,532.44,7,7,8,8,9,6,7.14,8,8,10,10,6,7,9,10,8.5,7.82,9,8,8,6,8,9,9,7,8.0,7.88,9,8,7,7,10,9,6,8,8.0,7.91,6,8,7,7,7,7,6,6,6.75,7.68,7,7.57
6.53,7.57,5.53,476.02,6,8,8,6,6,7,6.86,8,6,5,6,7,8,7,8,6.88,6.87,7,7,9,9,5,5,8,9,7.38,7.04,6,8,8,8,8,7,9,8,7.75,7.22,7,6,8,9,9,6,7,9,7.62,7.3,9,7.58
7.86,7.35,6.14,460.56,8,5,6,8,9,10,7.57,8,9,7,10,6,10,6,10,8.25,7.91,5,9,8,7,10,5,9,8,7.62,7.81,9,8,7,6,5,8,9,7,7.38,7.71,7,8,7,7,8,6,5,9,7.12,7.59,7,7.49
8.3,8.46,9.36,884.89,10,10,9,10,10,10,9.57,10,10,10,10,8,9,10,10,9.62,9.6,8,8,8,9,10,8,9,8,8.5,9.23,8,8,10,8,8,8,9,9,8.5,9.05,7,10,9,7,10,10,8,10,8.88,9.01,9,9.01
8.43,9.41,8.62,700.01,6,5,6,7,7,9,6.71,8,7,7,7,6,8,8,5,7.0,6.86,6,5,7,6,6,6,6,7,6.12,6.61,6,6,7,8,7,5,7,6,6.5,6.58,5,6,8,9,6,8,5,7,6.75,6.62,7,6.68
6.61,6.75,5.74,642.85,7,5,7,7,9,8,7.0,6,9,8,5,8,8,10,5,7.38,7.19,6,7,6,5,10,5,8,5,6.5,6.96,8,8,8,8,5,8,9,8,7.75,7.16,8,8,6,7,7,6,8,6,7.0,7.13,7,7.1
7.52,6.54,7.85,609.65,8,9,7,9,9,8,8.0,9,8,9,10,8,8,10,10,9.0,8.5,7,6,5,8,7,6,6,6,6.38,7.79,5,7,8,7,7,6,8,7,6.88,7.56,6,6,8,6,7,7,6,7,6.62,7.38,8,7.48
7.12,6.41,5.73,409.43,5,6,8,6,5,7,6.43,8,5,8,7,7,7,7,9,7.25,6.84,6,5,9,8,6,6,5,9,6.75,6.81,5,8,7,8,6,5,7,7,6.62,6.76,8,8,6,7,7,7,9,8,7.5,6.91,8,7.09
7.67,7.25,6.16,589.05,5,6,8,6,8,5,6.29,5,5,8,6,7,6,8,5,6.25,6.27,8,8,7,6,6,9,8,6,7.25,6.6,9,6,6,7,8,7,6,6,6.88,6.67,7,6,7,7,5,6,8,5,6.38,6.61,6,6.51
5.4,7.79,6.93,507.16,7,8,7,8,7,8,7.57,8,7,9,10,8,7,9,9,8.38,7.98,8,8,5,6,6,7,7,6,6.62,7.52,8,6,8,8,7,9,5,8,7.38,7.49,6,6,8,9,9,7,5,9,7.38,7.47,8,7.56
8.26,8.39,8.6,763.45,9,10,8,9,8,9,8.86,8,8,10,8,9,9,9,10,8.88,8.87,8,6,6,9,9,6,6,5,6.88,8.21,5,8,9,10,8,5,8,8,7.62,8.06,7,8,9,9,8,9,8,7,8.12,8.07,7,7.89
8.94,7.33,5.47,558.98,5,8,8,5,7,5,6.43,8,7,6,6,5,7,6,5,6.25,6.34,9,10,8,7,8,8,10,7,8.38,7.02,9,8,6,8,8,9,8,6,7.75,7.2,8,8,8,9,5,7,9,5,7.38,7.24,6,7.03
5.62,7.57,5.01,607.03,5,7,8,6,6,6,6.43,6,5,6,5,7,7,8,5,6.12,6.27,9,7,7,7,5,10,8,8,7.62,6.72,7,7,8,6,8,7,6,8,7.12,6.82,8,6,7,6,7,7,8,7,7.0,6.86,7,6.88
7.74,6.59,5.81,403.11,7,6,8,5,5,5,6.0,6,6,5,7,5,6,5,7,5.88,5.94,10,7,9,5,7,9,5,10,7.75,6.54,7,8,6,6,9,8,9,5,7.25,6.72,9,6,6,7,7,8,10,8,7.62,6.9,6,6.75
6.05,6.15,7.43,616.25,9,7,9,9,9,9,8.29,6,10,9,10,5,10,9,9,8.5,8.39,10,10,9,8,10,9,10,8,9.25,8.68,10,9,8,9,10,9,10,7,9.0,8.76,8,9,8,7,7,8,7,7,7.62,8.53,8,8.44
6.81,7.47,7.18,504.64,8,7,9,8,9,6,7.71,9,6,8,9,6,7,9,8,7.75,7.73,9,9,10,9,7,8,8,10,8.75,8.07,9,10,9,9,9,10,9,9,9.25,8.37,9,8,8,8,8,9,10,6,8.25,8.34,9,8.45
8.54,8.83,9.52,713.18,5,6,7,9,9,10,7.71,6,9,8,10,8,10,7,10,8.5,8.11,5,5,8,8,9,6,5,7,6.62,7.61,5,6,8,6,5,6,6,8,6.25,7.27,5,6,6,7,7,7,5,6,6.12,7.04,7,7.03
6.33,7.62,5.38,540.18,6,6,6,7,9,8,6.71,7,8,8,7,5,10,8,6,7.38,7.05,8,7,6,6,8,9,8,5,7.12,7.07,8,6,7,8,9,8,7,8,7.62,7.21,6,7,8,7,6,6,5,7,6.5,7.07,7,7.06
5.09,6.71,6.56,600.18,7,7,6,6,5,7,6.43,5,6,8,6,8,7,6,7,6.62,6.52,6,7,6,9,7,6,8,7,7.0,6.68,6,8,6,8,6,5,7,5,6.38,6.61,7,6,6,8,6,8,7,7,6.88,6.66,5,6.38
6.74,7.28,6.47,528.04,8,7,5,7,7,9,7.29,8,7,6,7,8,9,5,6,7.0,7.14,7,7,7,7,8,6,8,7,7.12,7.14,7,7,8,6,7,8,7,9,7.38,7.2,6,6,8,6,8,6,5,9,6.75,7.11,9,7.42
8.46,5.79,6.84,401.48,6,7,6,8,10,8,7.57,6,8,9,9,9,10,9,9,8.62,8.1,7,8,5,9,9,6,8,5,7.12,7.77,7,7,7,8,7,8,6,6,7.0,7.58,7,7,7,6,8,8,6,8,7.12,7.49,7,7.41
7.5,7.54,5.2,609.41,6,5,5,6,7,7,6.14,8,7,8,8,8,7,9,7,7.75,6.95,6,5,7,7,6,5,5,6,5.88,6.59,5,8,7,7,6,5,9,7,6.75,6.63,7,7,7,7,7,8,8,6,7.12,6.73,8,6.94
6.76,7.2,6.12,635.69,8,5,6,5,6,7,6.29,6,7,5,7,8,6,6,8,6.62,6.45,5,7,5,7,7,6,7,5,6.12,6.34,8,7,7,6,6,9,6,6,6.88,6.48,7,8,6,5,8,8,8,8,7.25,6.63,9,7.03
7.66,7.05,6.35,529.44,8,6,6,8,7,8,7.0,8,9,9,7,7,10,9,7,8.25,7.62,7,7,5,7,8,7,8,6,6.88,7.38,6,8,6,8,7,5,7,5,6.5,7.16,8,6,7,9,5,8,9,6,7.25,7.18,5,6.81
5.74,5.95,6.64,544.46,5,7,5,6,6,5,5.57,8,7,6,7,7,8,5,8,7.0,6.29,5,6,8,6,8,5,5,8,6.38,6.32,5,7,7,6,6,6,8,8,6.62,6.39,7,6,8,6,7,8,6,6,6.75,6.46,6,6.39
6.03,7.73,7.86,452.86,5,5,8,7,7,7,6.57,7,5,6,7,9,5,7,8,6.75,6.66,9,7,6,7,6,10,8,7,7.5,6.94,6,8,8,7,10,5,8,8,7.5,7.08,8,6,6,7,7,6,8,8,7.0,7.06,7,7.05
7.07,7.12,6.51,398.49,7,6,7,5,6,5,6.0,6,8,6,5,8,7,8,6,6.75,6.38,7,9,9,8,8,7,9,10,8.38,7.04,8,7,6,8,7,7,6,7,7.0,7.03,6,6,6,7,7,8,6,7,6.62,6.95,8,7.12
6.42,7.96,6.47,473.15,8,8,7,5,7,5,6.86,6,7,7,6,8,6,5,7,6.5,6.68,6,10,7,7,6,6,9,6,7.12,6.83,10,7,7,8,7,10,6,8,7.88,7.09,7,8,7,9,8,6,6,8,7.38,7.15,6,6.96
7.08,6.7,7.05,404.16,6,7,6,7,7,7,6.57,5,5,7,9,6,7,9,9,7.12,6.85,5,8,10,8,6,5,9,9,7.5,7.06,9,7,8,7,5,10,8,6,7.5,7.17,6,8,8,6,9,7,6,10,7.5,7.24,8,7.37
7.45,7.32,7.63,438.59,5,7,7,8,8,10,7.43,6,6,7,7,7,8,8,5,6.75,7.09,6,7,5,9,7,5,7,6,6.5,6.89,6,7,5,8,7,5,6,5,6.12,6.7,6,8,5,8,6,5,7,5,6.25,6.61,5,6.34
6.0,5.16,5.06,429.75,5,8,7,8,8,7,7.0,9,8,7,10,5,10,6,10,8.12,7.56,6,5,5,9,8,6,6,6,6.38,7.17,5,6,8,6,7,6,6,6,6.25,6.94,5,6,6,6,9,8,6,10,7.0,6.95,9,7.29
8.4,7.21,7.28,392.33,6,5,6,6,7,6,5.86,8,5,6,8,7,5,6,8,6.62,6.24,6,8,5,5,5,7,8,6,6.25,6.24,8,6,6,6,7,9,6,5,6.62,6.34,5,5,6,6,7,6,5,8,6.0,6.27,7,6.39
7.5,6.73,7.39,533.03,7,8,7,9,9,10,8.0,10,9,10,10,6,10,9,10,9.25,8.62,9,10,6,6,9,9,9,7,8.12,8.46,10,10,8,8,8,10,9,9,9.0,8.59,10,10,8,8,9,9,10,10,9.25,8.72,8,8.6
8.69,8.74,9.38,692.42,6,9,6,8,8,10,7.71,9,9,9,8,9,9,9,8,8.75,8.23,8,9,9,10,9,8,9,9,8.88,8.45,8,9,10,8,8,9,10,8,8.75,8.52,10,10,10,8,10,10,10,10,9.75,8.77,9,8.81
9.66,7.56,6.78,468.61,7,6,8,6,6,7,6.57,7,8,8,7,7,7,9,6,7.38,6.98,7,9,7,8,9,6,10,6,7.75,7.23,9,7,7,6,6,10,7,6,7.25,7.24,6,6,6,7,6,6,7,7,6.38,7.07,6,6.89
5.99,7.53,6.85,638.29,8,5,6,8,7,8,7.14,7,8,7,10,10,10,8,9,8.62,7.88,6,6,9,7,6,7,6,8,6.88,7.55,7,6,7,8,7,7,7,7,7.0,7.41,5,7,5,9,8,8,5,7,6.75,7.28,9,7.57
7.49,7.57,5.62,597.19,5,7,8,7,7,9,6.86,5,5,7,9,5,6,9,8,6.75,6.8,6,10,7,8,6,6,9,8,7.5,7.04,10,8,7,8,7,10,9,6,8.12,7.31,9,8,6,9,7,7,10,6,7.75,7.4,6,7.16
5.68,7.59,6.87,554.82,7,8,7,8,10,9,7.71,7,7,7,9,6,8,5,8,7.12,7.42,9,8,8,9,6,8,8,7,7.88,7.57,8,8,8,8,9,9,8,7,8.12,7.71,8,7,7,6,7,6,8,5,6.75,7.52,6,7.26
7.61,6.13,7.21,562.01,9,7,5,5,5,6,6.0,8,5,6,6,6,5,6,6,6.0,6.0,5,6,7,6,6,6,5,7,6.0,6.0,6,7,6,8,5,6,6,7,6.38,6.09,8,6,6,9,5,8,7,5,6.75,6.23,5,6.02
5.09,8.0,7.77,462.47,7,5,6,6,8,6,6.29,5,8,5,7,8,10,6,9,7.25,6.77,7,7,5,7,7,6,7,6,6.5,6.68,7,6,8,6,7,6,6,9,6.88,6.73,6,7,7,7,7,6,7,8,6.88,6.76,7,6.8
6.03,7.93,7.13,569.59,7,7,8,9,8,8,7.86,6,8,8,8,8,7,8,10,7.88,7.87,8,9,10,7,7,7,9,9,8.25,8.0,10,10,9,10,9,10,10,9,9.62,8.4,10,8,8,9,8,9,10,8,8.75,8.47,7,8.23
8.45,7.95,7.08,420.17,7,7,5,5,5,7,6.29,8,5,6,5,10,6,6,5,6.38,6.33,7,8,9,9,6,6,7,8,7.5,6.72,9,8,7,8,5,9,9,7,7.75,6.98,7,6,7,7,7,5,6,7,6.5,6.88,6,6.74
7.56,7.53,7.26,510.42,8,9,9,8,7,9,8.43,9,6,10,10,9,7,10,9,8.75,8.59,8,9,8,9,6,6,7,7,7.5,8.23,7,8,10,9,8,8,6,10,8.25,8.23,7,9,8,9,9,10,6,9,8.38,8.26,8,8.22
9.66,9.88,9.07,805.59,8,9,8,8,7,7,8.0,7,8,7,10,9,8,9,9,8.38,8.19,10,7,9,10,7,10,7,10,8.75,8.38,6,8,8,8,10,5,7,8,7.5,8.16,8,9,9,7,6,9,9,6,7.88,8.1,6,7.75
5.57,5.27,5.29,443.43,5,7,7,5,7,6,6.14,6,5,6,6,5,5,8,8,6.12,6.13,8,8,9,8,6,8,8,10,8.12,6.79,8,8,8,8,8,7,7,7,7.62,7.0,9,8,6,8,9,8,9,10,8.38,7.28,10,7.73
9.64,8.96,8.45,815.23,10,9,10,9,10,10,9.71,9,6,10,9,10,7,9,10,8.75,9.23,9,10,8,8,5,8,9,9,8.25,8.9,9,8,9,10,10,10,9,8,9.12,8.96,9,10,10,9,10,9,9,9,9.38,9.04,8,8.87
8.11,9.88,8.69,714.77,7,9,8,6,6,7,7.43,7,8,7,8,7,8,6,10,7.62,7.52,6,5,7,9,9,5,6,7,6.75,7.27,5,7,6,8,6,6,8,6,6.5,7.07,6,6,8,7,7,6,6,7,6.62,6.98,8,7.15
6.94,6.7,5.81,549.36,7,7,5,7,9,9,7.29,6,6,8,6,5,5,10,6,6.5,6.89,6,6,6,7,5,6,5,7,6.0,6.6,5,8,6,6,5,5,7,5,5.88,6.42,8,5,6,6,5,8,8,5,6.38,6.41,5,6.17
5.56,6.4,7.8,611.54,9,9,9,6,7,7,7.86,7,6,6,7,7,6,6,7,6.5,7.18,10,7,8,10,7,8,6,8,8.0,7.45,8,8,8,8,9,9,8,9,8.38,7.68,9,7,6,8,8,6,9,8,7.62,7.67,7,7.56
7.62,7.37,5.42,509.56,6,8,5,6,5,8,6.14,5,7,6,5,5,8,6,6,6.0,6.07,7,7,6,7,6,6,7,5,6.38,6.17,7,5,7,6,7,7,5,8,6.5,6.26,5,6,6,5,8,6,5,8,6.12,6.23,7,6.36
8.49,7.4,7.35,443.59,8,6,7,7,9,7,7.0,9,6,6,7,5,5,7,9,6.75,6.88,8,6,5,7,5,9,6,5,6.38,6.71,6,8,8,7,8,5,8,8,7.25,6.84,7,6,7,5,8,7,8,8,7.0,6.88,9,7.23
8.37,7.03,5.6,528.27,6,8,6,5,5,6,6.0,5,8,6,6,5,10,8,5,6.62,6.31,5,7,6,6,6,6,8,7,6.38,6.33,6,6,6,7,6,5,5,5,5.75,6.19,7,8,6,6,5,7,8,5,6.5,6.25,6,6.21
5.4,6.54,5.47,642.75,8,8,6,8,10,7,7.57,6,7,10,9,8,7,10,8,8.12,7.85,6,5,9,10,7,7,5,10,7.38,7.69,5,8,8,7,6,5,7,7,6.62,7.42,9,7,8,7,6,6,8,6,7.12,7.36,5,6.97
5.83,6.8,6.08,608.11,6,8,8,5,6,6,6.29,5,6,6,7,6,7,5,9,6.38,6.33,8,8,9,7,5,7,6,10,7.5,6.72,7,7,8,7,7,8,8,7,7.38,6.89,7,8,5,5,7,6,8,8,6.75,6.86,6,6.72
6.93,7.17,6.61,559.37,8,8,6,5,5,5,6.43,6,5,7,6,7,6,8,8,6.62,6.52,8,9,10,8,5,8,9,9,8.25,7.1,8,8,8,5,8,7,6,8,7.25,7.14,8,7,6,5,9,7,7,8,7.12,7.13,8,7.28
8.78,9.22,8.41,743.4,9,8,5,7,9,6,7.14,8,8,8,9,7,6,8,8,7.75,7.45,5,7,9,9,8,5,8,8,7.38,7.42,6,8,6,6,6,5,7,5,6.12,7.1,9,7,6,6,5,8,10,6,7.12,7.1,6,6.92
5.47,6.36,7.88,451.77,8,7,6,8,7,9,7.14,6,6,10,8,7,5,10,8,7.5,7.32,7,8,10,8,7,8,9,9,8.25,7.63,7,8,7,7,8,6,9,8,7.5,7.6,7,7,8,7,7,7,7,7,7.12,7.5,8,7.59
7.27,6.55,5.59,401.48,7,8,5,8,10,7,7.29,5,6,7,7,8,5,7,7,6.5,6.89,5,7,8,10,6,6,7,8,7.12,6.97,5,8,6,7,6,6,7,5,6.25,6.79,9,6,6,6,6,8,9,5,6.88,6.81,5,6.51
6.24,7.17,7.65,588.85,8,6,9,8,7,10,7.71,8,8,10,8,8,10,10,7,8.62,8.17,8,10,10,7,6,9,10,9,8.62,8.32,9,8,10,8,9,8,9,10,8.88,8.46,8,8,7,8,10,8,8,9,8.25,8.42,8,8.35
9.63,8.3,9.02,933.9,9,9,8,10,10,8,9.14,9,8,9,10,10,7,8,10,8.88,9.01,7,7,6,7,7,8,8,5,6.88,8.3,7,9,8,9,8,8,9,6,8.0,8.23,10,10,8,10,8,8,10,8,9.0,8.38,8,8.32
8.22,7.77,5.75,489.96,5,6,5,6,5,6,5.86,7,7,7,5,7,8,9,5,6.88,6.37,5,6,9,5,7,5,7,9,6.62,6.45,6,7,5,8,5,6,6,5,6.0,6.34,8,6,8,8,6,6,9,5,7.0,6.47,6,6.39
5.17,5.8,6.76,447.51,7,6,7,5,7,5,6.0,7,6,6,6,7,7,8,5,6.5,6.25,8,7,9,5,7,9,8,9,7.75,6.75,7,6,7,8,8,8,6,6,7.0,6.81,5,7,8,7,7,8,6,7,6.88,6.83,6,6.69
6.47,6.88,6.79,416.38,7,6,6,6,6,6,6.29,5,5,5,8,6,6,5,8,6.0,6.14,6,9,6,6,5,5,8,6,6.38,6.22,9,8,7,7,6,7,8,7,7.38,6.51,9,6,6,7,8,7,10,6,7.38,6.69,7,6.74
